listing_id,comments,canceled,notice
16477783,2,0.5,7.0
16478155,18,0.0,
16478270,3,0.0,
16478740,2,0.5,77.0
16478939,2,0.5,8.0
16479480,11,0.18181818181818182,5.5
16480424,16,0.0,
16483193,8,0.0,
16484055,5,0.0,
16484142,1,0.0,
16484550,14,0.21428571428571427,5.0
16485370,10,0.1,5.0
16485688,3,0.0,
16485717,7,0.0,
16485832,24,0.0,
16485944,24,0.0,
16485961,87,0.0,
16486034,3,0.6666666666666666,52.5
16486181,6,0.0,
16486186,17,0.058823529411764705,16.0
16486862,18,0.0,
16487151,57,0.0,
16488307,59,0.01694915254237288,11.0
16488316,46,0.0,
16495289,3,0.3333333333333333,20.0
16495332,15,0.0,
16495345,4,0.0,
16495454,11,0.0,
16495664,5,0.0,
16495697,5,0.4,3.0
16495922,136,0.0,
16496668,142,0.0,
16497523,52,0.0,
16499086,2,0.0,
16500974,11,0.0,
16502672,6,0.0,
16503990,9,0.1111111111111111,3.0
16504554,32,0.0,
16504721,1,1.0,88.0
16505768,6,0.0,
16506017,112,0.0,
16509343,11,0.0,
16512470,3,0.3333333333333333,12.0
16513138,5,0.0,
16513788,16,0.0625,38.0
16514288,6,0.0,
16514353,64,0.0,
16515054,44,0.0,
16515328,18,0.0,
16516322,17,0.0,
16518380,30,0.0,
16519006,57,0.03508771929824561,54.5
16519202,52,0.0,
16520054,5,0.0,
16523120,2,0.5,82.0
16524732,4,0.0,
16525826,3,0.0,
16526105,42,0.0,
16526399,1,0.0,
16526615,1,0.0,
16528513,12,0.08333333333333333,9.0
16529072,8,0.0,
16530467,2,0.5,19.0
16531073,54,0.0,
16531690,102,0.0,
16531934,4,0.0,
16532142,2,0.0,
16532195,1,0.0,
16532206,2,0.0,
16532273,2,0.0,
16532281,96,0.010416666666666666,14.0
16532496,10,0.0,
16532593,2,0.0,
16533385,4,0.0,
16536849,31,0.0,
16536977,8,0.125,6.0
16536978,37,0.0,
16537615,9,0.4444444444444444,51.5
16538391,13,0.0,
16538397,2,0.0,
16539521,2,0.5,2.0
16539934,27,0.0,
16540363,107,0.0,
16540835,187,0.0,
16541121,56,0.0,
16541717,14,0.14285714285714285,27.5
16542662,8,0.0,
16543014,5,0.0,
16543080,8,0.0,
16543413,3,0.0,
16546141,23,0.043478260869565216,16.0
16550650,2,0.0,
16552074,44,0.0,
16552121,13,0.0,
16552252,70,0.0,
16552388,13,0.0,
16552859,6,0.0,
16553226,6,0.0,
16553848,9,0.1111111111111111,48.0
16554148,28,0.0,
16554170,1,0.0,
16555802,43,0.0,
16556609,16,0.0,
16556659,30,0.06666666666666667,41.5
16557091,14,0.0,
16557160,1,0.0,
16557308,24,0.0,
16557496,4,0.0,
16557564,98,0.0,
16557647,6,0.0,
16557659,6,0.0,
16557939,4,0.0,
16557982,90,0.0,
16558131,1,0.0,
16558385,7,0.0,
16559833,46,0.021739130434782608,193.0
16562736,18,0.0,
16562761,1,0.0,
16562846,42,0.023809523809523808,7.0
16563190,5,0.0,
16563266,41,0.0,
16563423,23,0.0,
16563709,16,0.0,
16563772,3,0.3333333333333333,63.0
16564168,19,0.0,
16564250,2,0.0,
16564281,2,0.0,
16565891,17,0.0,
16566530,8,0.0,
16566634,1,0.0,
16567010,19,0.0,
16567689,21,0.0,
16569164,34,0.029411764705882353,71.0
16570263,9,0.0,
16570624,19,0.0,
16571609,24,0.25,20.5
16573853,1,1.0,17.0
16574065,14,0.0,
16574174,1,0.0,
16575085,12,0.08333333333333333,6.0
16575129,6,0.0,
16575164,19,0.05263157894736842,5.0
16575179,36,0.0,
16575227,32,0.0,
16575941,14,0.0,
16576379,17,0.0,
16576620,2,0.0,
16577162,34,0.08823529411764706,55.0
16577664,2,1.0,13.0
16578724,14,0.14285714285714285,27.0
16578967,11,0.0,
16581766,11,0.09090909090909091,3.0
16583211,26,0.07692307692307693,17.5
16583899,2,0.0,
16584428,9,0.0,
16584867,34,0.029411764705882353,16.0
16586908,2,0.0,
16587283,30,0.03333333333333333,37.0
16591105,20,0.15,13.666666666666666
16591799,4,1.0,7.75
16592600,24,0.041666666666666664,44.0
16592655,46,0.0,
16593280,5,0.2,11.0
16594933,33,0.030303030303030304,86.0
16595231,94,0.0,
16595487,16,0.125,113.0
16596405,8,0.125,5.0
16597019,6,0.0,
16597165,2,0.5,56.0
16597237,16,0.0,
16597739,13,0.0,
16597889,86,0.011627906976744186,7.0
16598259,14,0.07142857142857142,17.0
16600467,9,0.1111111111111111,45.0
16600927,10,0.0,
16601023,2,0.0,
16601892,52,0.038461538461538464,64.0
16601916,1,0.0,
16605256,26,0.038461538461538464,32.0
16606845,6,0.16666666666666666,9.0
16606871,15,0.06666666666666667,3.0
16607556,7,0.14285714285714285,8.0
16608381,11,0.0,
16608387,3,0.0,
16608606,18,0.0,
16609252,2,0.0,
16609391,5,0.2,2.0
16609924,29,0.13793103448275862,35.0
16609958,20,0.0,
16610366,46,0.043478260869565216,30.0
16610626,3,0.0,
16610995,4,0.0,
16611619,3,1.0,46.0
16611716,2,0.5,13.0
16612221,25,0.0,
16612332,2,0.5,93.0
16612732,1,0.0,
16612941,1,0.0,
16613145,23,0.0,
16613258,4,0.0,
16613602,4,0.0,
16614238,20,0.0,
16614510,34,0.0,
16614597,4,0.0,
16615036,23,0.0,
16615078,1,0.0,
16615205,16,0.0,
16615594,14,0.07142857142857142,72.0
16616257,5,0.0,
16617326,53,0.018867924528301886,65.0
16617329,2,0.0,
16617831,29,0.0,
16618710,4,0.0,
16619533,18,0.0,
16622885,195,0.0,
16623240,104,0.0,
16624048,3,0.3333333333333333,5.0
16624663,4,0.0,
16625284,44,0.022727272727272728,44.0
16626042,17,0.058823529411764705,89.0
16626326,4,0.0,
16627414,19,0.0,
16628042,37,0.02702702702702703,75.0
16628134,70,0.014285714285714285,105.0
16628428,31,0.0,
16628672,8,0.0,
16629273,28,0.0,
16629409,23,0.043478260869565216,50.0
16629490,20,0.0,
16629829,23,0.0,
16630014,4,0.0,
16631795,43,0.0,
16632244,1,0.0,
16632436,21,0.09523809523809523,124.0
16632485,25,0.0,
16633011,5,0.2,41.0
16633072,6,0.16666666666666666,21.0
16633233,11,0.18181818181818182,15.0
16633241,5,0.2,21.0
16633257,22,0.0,
16633800,19,0.05263157894736842,3.0
16634088,142,0.0,
16634302,153,0.0,
16634756,11,0.09090909090909091,82.0
16640850,13,0.0,
16641148,6,0.16666666666666666,51.0
16641890,24,0.0,
16641926,21,0.0,
16642140,33,0.0,
16642488,24,0.0,
16642654,38,0.0,
16643250,19,0.0,
16643652,13,0.0,
16643829,13,0.0,
16643921,38,0.0,
16644397,5,0.0,
16644444,24,0.0,
16644594,13,0.0,
16644755,12,0.0,
16644933,40,0.025,29.0
16645198,3,0.0,
16645530,4,0.25,2.0
16645545,3,0.0,
16645714,16,0.0,
16646245,42,0.0,
16646258,13,0.0,
16646397,10,0.0,
16646573,3,0.0,
16646697,14,0.0,
16647236,43,0.0,
16648005,79,0.0,
16648010,8,0.0,
16648679,36,0.0,
16648799,8,0.0,
16649152,9,0.0,
16649605,13,0.0,
16649824,1,0.0,
16649943,4,0.0,
16650031,24,0.0,
16650260,18,0.0,
16651087,3,0.0,
16651379,18,0.1111111111111111,5.0
16652031,4,0.0,
16654872,21,0.0,
16655180,22,0.0,
16655313,11,0.09090909090909091,4.0
16655315,6,0.3333333333333333,36.5
16655349,118,0.01694915254237288,28.0
16655528,5,0.2,11.0
16655613,35,0.0,
16656571,53,0.018867924528301886,174.0
16656901,22,0.0,
16656929,4,0.0,
16657082,1,0.0,
16657796,70,0.0,
16658117,3,0.6666666666666666,7.5
16658416,8,0.0,
16659793,37,0.02702702702702703,4.0
16660192,1,0.0,
16660282,28,0.03571428571428571,113.0
16660326,2,0.0,
16660423,3,0.0,
16660445,91,0.0,
16660600,10,0.0,
16661424,24,0.0,
16662308,1,0.0,
16662789,16,0.0625,47.0
16668106,39,0.0,
16668227,11,0.18181818181818182,14.0
16668270,13,0.0,
16668404,40,0.0,
16668977,4,0.0,
16669214,3,0.6666666666666666,21.5
16669351,1,0.0,
16669557,3,0.3333333333333333,19.0
16669593,25,0.04,2.0
16670064,17,0.0,
16670542,2,0.0,
16671649,5,0.2,164.0
16671931,24,0.08333333333333333,74.0
16672875,2,0.5,2.0
16672876,7,0.0,
16673248,93,0.0,
16673310,1,0.0,
16674065,36,0.05555555555555555,9.5
16674189,17,0.0,
16674588,8,0.0,
16674916,17,0.0,
16674928,2,0.5,104.0
16675594,8,0.0,
16675806,1,0.0,
16675955,22,0.0,
16676053,8,0.0,
16676097,102,0.0,
16676137,5,0.0,
16676464,8,0.0,
16676789,7,0.0,
16677159,13,0.07692307692307693,113.0
16679862,43,0.0,
16680539,1,0.0,
16680818,6,0.0,
16680839,11,0.0,
16681598,4,0.0,
16681977,32,0.09375,25.0
16682184,30,0.0,
16683234,104,0.0,
16683564,8,0.125,7.0
16683873,136,0.007352941176470588,90.0
16683929,1,0.0,
16684765,8,0.0,
16684814,25,0.0,
16685319,30,0.2,12.666666666666666
16685501,34,0.029411764705882353,54.0
16685826,12,0.0,
16686202,6,0.0,
16686762,11,0.0,
16687143,7,0.0,
16687487,15,0.0,
16687739,23,0.0,
16688121,18,0.0,
16688302,7,0.14285714285714285,5.0
16688330,26,0.0,
16688966,7,0.14285714285714285,18.0
16688976,58,0.0,
16689679,1,0.0,
16689923,8,0.125,51.0
16690597,53,0.018867924528301886,144.0
16691107,28,0.03571428571428571,16.0
16693275,14,0.0,
16695815,5,0.2,7.0
16697249,46,0.043478260869565216,90.5
16697343,34,0.058823529411764705,53.0
16697692,1,0.0,
16698320,74,0.0,
16698551,29,0.0,
16698959,203,0.0,
16699441,14,0.0,
16699444,16,0.0,
16699637,36,0.0,
16699663,3,0.0,
16700032,37,0.0,
16700379,35,0.0,
16700630,21,0.047619047619047616,8.0
16700741,5,0.0,
16701145,9,0.1111111111111111,21.0
16701321,1,0.0,
16702379,16,0.0,
16702582,7,0.14285714285714285,94.0
16703314,20,0.0,
16703638,19,0.0,
16704494,22,0.13636363636363635,36.333333333333336
16704893,9,0.0,
16705466,18,0.05555555555555555,10.0
16706216,18,0.0,
16706359,75,0.0,
16707149,42,0.0,
16710565,8,0.0,
16713522,70,0.0,
16713605,4,0.25,23.0
16714822,20,0.05,69.0
16715324,5,0.0,
16716169,155,0.0,
16716296,31,0.0,
16716437,27,0.0,
16716732,39,0.02564102564102564,20.0
16716997,10,0.0,
16717399,11,0.2727272727272727,9.333333333333334
16717661,18,0.0,
16717858,7,0.0,
16718295,1,1.0,16.0
16718607,3,0.0,
16718872,6,0.16666666666666666,117.0
16719062,2,0.0,
16719613,38,0.0,
16720120,20,0.0,
16720428,137,0.0,
16720610,40,0.05,4.0
16720996,11,0.0,
16721533,17,0.0,
16722676,21,0.047619047619047616,2.0
16723264,2,0.0,
16723719,13,0.0,
16724102,18,0.0,
16724241,58,0.0,
16724257,23,0.0,
16725561,14,0.0,
16726837,78,0.0,
16726909,2,0.0,
16728306,59,0.0,
16728763,2,0.0,
16728772,23,0.0,
16729101,5,0.0,
16729176,30,0.0,
16729397,47,0.02127659574468085,4.0
16729468,57,0.017543859649122806,27.0
16730907,2,0.0,
16731086,25,0.04,16.0
16731387,7,0.0,
16731538,34,0.0,
16731743,1,0.0,
16731802,70,0.0,
16731876,10,0.1,45.0
16732018,10,0.2,22.5
16732050,4,0.25,6.0
16732099,2,0.0,
16732168,2,0.0,
16732231,1,0.0,
16732810,10,0.0,
16732936,29,0.0,
16733532,48,0.020833333333333332,10.0
16734055,25,0.04,2.0
16734723,1,0.0,
16735534,17,0.17647058823529413,24.666666666666668
16735792,16,0.0625,3.0
16736380,4,0.0,
16737138,37,0.0,
16737558,2,0.0,
16738109,7,0.14285714285714285,17.0
16741310,3,0.0,
16742595,11,0.0,
16743922,99,0.0,
16744720,4,0.0,
16744895,41,0.024390243902439025,4.0
16745425,5,0.0,
16745454,8,0.125,317.0
16745515,5,0.2,3.0
16746336,19,0.0,
16746627,14,0.0,
16746748,4,0.0,
16746791,12,0.08333333333333333,25.0
16746963,33,0.15151515151515152,57.8
16747028,9,0.0,
16747303,1,0.0,
16747799,8,0.0,
16747890,110,0.0,
16748384,16,0.0,
16749025,28,0.0,
16749035,4,0.0,
16749874,10,0.0,
16749986,22,0.045454545454545456,71.0
16751224,3,0.0,
16751255,35,0.0,
16751595,1,0.0,
16752709,3,0.0,
16754278,5,0.0,
16755232,9,0.0,
16755368,7,0.2857142857142857,2.0
16756605,30,0.03333333333333333,64.0
16759052,15,0.06666666666666667,20.0
16759658,1,0.0,
16759676,70,0.0,
16760345,19,0.0,
16760381,7,0.0,
16761134,2,0.0,
16761604,36,0.0,
16761688,8,0.0,
16761768,1,0.0,
16761949,8,0.125,20.0
16761978,21,0.0,
16763118,3,0.0,
16763581,5,0.0,
16763836,13,0.07692307692307693,47.0
16765041,18,0.0,
16765796,39,0.0,
16765805,2,0.5,138.0
16766572,28,0.0,
16766823,1,0.0,
16767973,29,0.0,
16768768,41,0.0,
16770315,38,0.0,
16773270,4,0.0,
16773432,4,0.25,36.0
16774809,31,0.1935483870967742,55.666666666666664
16775279,5,0.2,13.0
16775329,32,0.0,
16775353,5,0.2,3.0
16775799,1,0.0,
16776151,3,0.3333333333333333,8.0
16777059,32,0.0,
16777698,26,0.0,
16779135,24,0.041666666666666664,2.0
16779281,16,0.0,
16780542,68,0.0,
16781896,5,0.0,
16782101,134,0.0,
16784499,25,0.0,
16785555,10,0.1,6.0
16785726,6,0.6666666666666666,41.25
16786435,6,0.0,
16786528,1,0.0,
16786927,2,0.0,
16786930,4,0.0,
16787058,1,1.0,102.0
16788143,5,0.2,85.0
16788487,23,0.21739130434782608,62.8
16789209,23,0.0,
16789597,4,0.0,
16789599,5,0.0,
16789808,22,0.0,
16790129,10,0.1,62.0
16790560,13,0.0,
16791697,14,0.14285714285714285,9.0
16792060,2,0.0,
16792178,19,0.0,
16792202,27,0.0,
16792231,41,0.0,
16792468,1,0.0,
16792492,3,0.3333333333333333,20.0
16792952,5,0.0,
16793113,3,0.0,
16793666,12,0.16666666666666666,6.5
16793757,8,0.0,
16793773,11,0.0,
16794064,135,0.0,
16794144,1,1.0,48.0
16794297,11,0.0,
16794422,136,0.0,
16794513,68,0.0,
16794537,56,0.0,
16795011,10,0.0,
16800934,2,0.5,10.0
16801162,30,0.0,
16801231,2,0.5,91.0
16801330,4,0.0,
16802091,6,0.16666666666666666,25.0
16802232,10,0.0,
16802594,19,0.0,
16802778,3,0.3333333333333333,68.0
16803072,15,0.06666666666666667,54.0
16803323,2,0.0,
16804710,3,0.0,
16804711,1,0.0,
16804985,2,0.0,
16805616,19,0.0,
16806224,50,0.0,
16807185,15,0.06666666666666667,287.0
16807217,46,0.06521739130434782,35.666666666666664
16807950,1,0.0,
16808293,19,0.0,
16808913,4,0.25,21.0
16809093,34,0.0,
16809168,52,0.0,
16809327,108,0.0,
16812256,1,0.0,
16812581,1,0.0,
16812893,49,0.0,
16813012,2,0.5,5.0
16813356,32,0.09375,14.666666666666666
16814683,63,0.0,
16815363,55,0.01818181818181818,27.0
16815466,81,0.012345679012345678,10.0
16817131,33,0.0,
16817406,17,0.058823529411764705,34.0
16817577,23,0.0,
16817776,24,0.0,
16818088,20,0.0,
16818091,1,0.0,
16818317,42,0.0,
16818626,3,0.0,
16819140,25,0.0,
16819197,1,0.0,
16819454,46,0.0,
16819545,15,0.0,
16819770,14,0.0,
16819989,12,0.0,
16820120,44,0.0,
16820520,15,0.0,
16820867,55,0.03636363636363636,6.5
16820956,22,0.0,
16820964,50,0.0,
16821590,25,0.0,
16821692,33,0.0,
16821709,68,0.014705882352941176,21.0
16821743,14,0.0,
16823108,2,0.0,
16823443,37,0.0,
16823599,5,0.2,72.0
16823738,30,0.0,
16823899,38,0.0,
16824592,1,0.0,
16825123,11,0.2727272727272727,37.0
16825465,22,0.0,
16825495,5,0.0,
16826092,78,0.0,
16826129,1,0.0,
16826346,8,0.0,
16827028,36,0.027777777777777776,180.0
16827125,12,0.08333333333333333,12.0
16827338,15,0.0,
16829181,4,0.0,
16829326,4,0.0,
16832540,14,0.0,
16833887,4,0.25,175.0
16834377,25,0.0,
16834404,39,0.07692307692307693,43.0
16834472,14,0.0,
16834518,9,0.1111111111111111,106.0
16834535,11,0.09090909090909091,6.0
16834583,19,0.0,
16835474,20,0.0,
16835828,9,0.0,
16836451,1,0.0,
16836580,65,0.06153846153846154,35.25
16837759,14,0.0,
16838000,1,0.0,
16838198,2,0.0,
16838400,3,0.3333333333333333,51.0
16839058,23,0.2608695652173913,87.83333333333333
16840434,18,0.05555555555555555,125.0
16840537,27,0.0,
16841644,1,0.0,
16841680,37,0.0,
16841864,31,0.0,
16841971,3,0.0,
16841993,8,0.0,
16842929,3,0.0,
16843236,6,0.16666666666666666,67.0
16843254,22,0.045454545454545456,79.0
16843262,3,0.3333333333333333,2.0
16844372,1,0.0,
16845080,32,0.0,
16849707,14,0.07142857142857142,45.0
16850058,41,0.0,
16850142,32,0.03125,3.0
16850428,18,0.0,
16850740,177,0.005649717514124294,7.0
16851120,157,0.0,
16851542,54,0.0,
16851977,12,0.16666666666666666,19.5
16852042,19,0.0,
16852086,5,0.0,
16852248,114,0.0,
16852529,28,0.0,
16853126,5,0.0,
16853425,12,0.0,
16855036,11,0.18181818181818182,11.0
16855428,5,0.0,
16855452,3,0.0,
16855521,10,0.0,
16855570,2,0.0,
16855896,1,1.0,6.0
16855926,21,0.047619047619047616,26.0
16856287,16,0.125,23.0
16856559,14,0.0,
16856578,48,0.0,
16856739,173,0.0,
16857193,7,0.2857142857142857,15.0
16858359,6,0.0,
16858407,26,0.0,
16858457,1,0.0,
16858665,25,0.04,20.0
16861859,2,0.0,
16863359,8,0.0,
16864034,32,0.0,
16864181,104,0.0,
16864431,22,0.0,
16864847,11,0.09090909090909091,27.0
16864865,90,0.0,
16864958,8,0.5,28.25
16865110,105,0.0,
16865205,114,0.0,
16865265,50,0.0,
16865322,123,0.0,
16865503,17,0.0,
16865679,7,0.0,
16865837,18,0.0,
16865881,22,0.09090909090909091,15.0
16866069,5,0.0,
16866096,17,0.058823529411764705,12.0
16867046,16,0.0,
16867570,20,0.0,
16867715,113,0.0,
16868109,134,0.0,
16869854,6,0.0,
16870701,2,0.5,66.0
16871744,13,0.0,
16872576,91,0.0,
16872858,21,0.0,
16874160,64,0.078125,22.6
16874511,7,0.0,
16874833,2,0.0,
16875009,1,0.0,
16876629,6,0.16666666666666666,5.0
16877059,7,0.0,
16877711,1,1.0,3.0
16878062,132,0.0,
16878155,38,0.0,
16878615,9,0.0,
16878663,15,0.0,
16878675,15,0.06666666666666667,12.0
16878826,62,0.0,
16878988,4,0.0,
16878992,35,0.0,
16879063,15,0.0,
16879133,140,0.0,
16879144,36,0.0,
16879264,32,0.0,
16879324,23,0.17391304347826086,3.75
16879337,45,0.0,
16879444,33,0.0,
16879528,24,0.0,
16879838,34,0.0,
16879872,19,0.0,
16880000,30,0.0,
16880104,32,0.0,
16880279,47,0.02127659574468085,4.0
16880372,30,0.0,
16880417,54,0.0,
16880489,36,0.05555555555555555,11.5
16880532,31,0.0,
16880867,16,0.0,
16881022,9,0.0,
16881060,7,0.0,
16881393,19,0.05263157894736842,8.0
16881839,31,0.0967741935483871,104.33333333333333
16881957,31,0.03225806451612903,96.0
16882366,15,0.0,
16882576,17,0.058823529411764705,7.0
16882658,2,0.0,
16882681,3,0.3333333333333333,42.0
16883418,10,0.0,
16883815,57,0.0,
16884024,55,0.0,
16884059,37,0.05405405405405406,29.5
16884220,54,0.018518518518518517,13.0
16888133,53,0.0,
16888340,4,0.0,
16889151,7,0.0,
16889421,2,0.5,24.0
16889667,5,0.0,
16890320,18,0.05555555555555555,2.0
16891168,38,0.02631578947368421,43.0
16891527,20,0.0,
16891715,4,0.0,
16891732,19,0.05263157894736842,6.0
16891849,19,0.0,
16891936,5,0.2,10.0
16892168,67,0.0,
16892780,2,0.5,4.0
16893473,1,0.0,
16893564,30,0.0,
16893644,78,0.0,
16894028,7,0.14285714285714285,80.0
16894262,53,0.0,
16894414,48,0.0,
16894425,7,0.0,
16894813,8,0.0,
16894982,73,0.0136986301369863,2.0
16895242,30,0.03333333333333333,5.0
16895443,7,0.0,
16895850,16,0.0625,3.0
16896096,8,0.125,65.0
16896169,54,0.018518518518518517,11.0
16896335,12,0.0,
16896862,1,0.0,
16897268,11,0.0,
16897565,2,0.0,
16897911,1,0.0,
16901668,25,0.0,
16902348,17,0.0,
16902449,26,0.0,
16902714,21,0.0,
16902779,3,0.0,
16903305,14,0.07142857142857142,11.0
16903832,7,0.0,
16904126,12,0.0,
16904178,3,0.3333333333333333,19.0
16904406,21,0.047619047619047616,19.0
16904446,7,0.0,
16905113,15,0.0,
16905195,14,0.07142857142857142,25.0
16905614,38,0.0,
16905625,2,0.0,
16905714,88,0.0,
16905739,11,0.0,
16905767,123,0.0,
16905805,36,0.0,
16905874,38,0.0,
16905971,30,0.0,
16906059,42,0.0,
16906192,31,0.0,
16906209,28,0.03571428571428571,6.0
16906396,28,0.0,
16906714,29,0.0,
16906771,6,0.0,
16906775,37,0.0,
16907014,73,0.0,
16907243,22,0.045454545454545456,52.0
16907584,33,0.0,
16908046,13,0.0,
16908286,2,0.0,
16909198,6,0.16666666666666666,3.0
16909573,40,0.05,32.5
16909600,14,0.0,
16909808,15,0.0,
16909841,18,0.1111111111111111,75.5
16909983,4,0.0,
16912047,3,0.0,
16912097,37,0.0,
16913106,7,0.0,
16913186,27,0.0,
16913469,8,0.0,
16913602,19,0.0,
16913859,3,0.0,
16914727,25,0.0,
16914827,2,0.0,
16915683,98,0.0,
16919607,1,0.0,
16919619,1,0.0,
16919644,23,0.08695652173913043,4.5
16919869,1,0.0,
16920118,35,0.0,
16920483,1,1.0,8.0
16920494,1,0.0,
16920715,23,0.13043478260869565,24.666666666666668
16920832,1,0.0,
16921001,31,0.06451612903225806,74.0
16921245,111,0.0,
16921302,32,0.0,
16921554,4,0.0,
16921827,1,0.0,
16922042,5,0.0,
16922207,13,0.07692307692307693,2.0
16922219,2,0.0,
16922543,1,0.0,
16922685,1,0.0,
16922686,16,0.125,5.0
16922753,2,0.0,
16923058,4,0.0,
16923421,12,0.0,
16923866,8,0.0,
16924646,1,0.0,
16924696,29,0.034482758620689655,5.0
16924771,1,0.0,
16925261,1,1.0,9.0
16925963,40,0.0,
16926033,50,0.0,
16926145,50,0.0,
16926220,49,0.0,
16927230,9,0.0,
16927368,1,0.0,
16927648,13,0.0,
16927699,32,0.0,
16927757,62,0.0,
16929123,25,0.0,
16929268,31,0.03225806451612903,19.0
16929472,20,0.0,
16929489,25,0.0,
16929709,21,0.0,
16930058,105,0.0,
16930484,22,0.0,
16931347,37,0.0,
16935049,44,0.0,
16935374,20,0.05,81.0
16935772,24,0.0,
16935958,9,0.0,
16936236,20,0.0,
16936728,17,0.058823529411764705,128.0
16937039,33,0.06060606060606061,157.5
16937408,46,0.021739130434782608,12.0
16937802,36,0.027777777777777776,15.0
16939201,4,0.0,
16939518,4,0.0,
16939687,3,0.0,
16939729,5,0.0,
16939806,29,0.034482758620689655,3.0
16939985,5,0.0,
16940571,1,0.0,
16940831,39,0.0,
16940861,27,0.1111111111111111,65.33333333333333
16941352,23,0.043478260869565216,197.0
16941503,8,0.0,
16941972,28,0.03571428571428571,72.0
16943172,4,0.25,5.0
16943486,58,0.017241379310344827,33.0
16943808,3,0.0,
16944003,25,0.0,
16944659,2,0.0,
16945091,2,0.0,
16945272,26,0.0,
16945617,18,0.0,
16946638,10,0.0,
16949251,8,0.0,
16949378,51,0.0196078431372549,5.0
16949400,22,0.09090909090909091,21.5
16950378,8,0.0,
16950400,13,0.0,
16950577,2,0.0,
16951334,2,0.0,
16951732,27,0.0,
16951941,13,0.0,
16952157,1,0.0,
16952817,89,0.011235955056179775,6.0
16953154,68,0.0,
16953387,27,0.0,
16953391,80,0.0,
16953838,9,0.1111111111111111,401.0
16954284,1,1.0,12.0
16956545,13,0.07692307692307693,3.0
16959294,42,0.0,
16960018,8,0.0,
16960241,71,0.014084507042253521,8.0
16960508,13,0.07692307692307693,70.0
16961146,1,0.0,
16961544,36,0.0,
16961707,35,0.0,
16963146,3,0.0,
16963257,56,0.0,
16965268,12,0.08333333333333333,16.0
16965747,1,0.0,
16966112,11,0.0,
16966987,10,0.0,
16967079,15,0.0,
16967684,83,0.012048192771084338,157.0
16967750,21,0.0,
16968009,2,0.0,
16968399,12,0.0,
16968463,46,0.0,
16968507,24,0.08333333333333333,75.5
16968773,14,0.0,
16969129,4,0.0,
16969597,8,0.25,27.0
16969946,25,0.08,16.5
16970283,35,0.02857142857142857,128.0
16971645,6,0.16666666666666666,30.0
16972352,35,0.02857142857142857,17.0
16973265,3,0.0,
16973278,7,0.14285714285714285,8.0
16973740,49,0.0,
16975058,24,0.041666666666666664,3.0
16975412,35,0.0,
16976121,6,0.0,
16976920,122,0.0,
16977057,1,1.0,27.0
16978346,37,0.0,
16978578,1,1.0,11.0
16978661,21,0.0,
16979254,2,0.0,
16979327,4,0.25,10.0
16979487,8,0.0,
16979580,103,0.019417475728155338,5.5
16979719,2,0.0,
16980433,19,0.0,
16981344,9,0.0,
16981852,10,0.0,
16982061,6,0.0,
16982475,1,1.0,23.0
16982595,25,0.04,175.0
16982659,7,0.14285714285714285,52.0
16983028,3,0.0,
16983396,6,0.0,
16983981,4,0.0,
16984085,29,0.0,
16984495,1,0.0,
16984970,1,0.0,
16985403,71,0.0,
16985671,73,0.0,
16986074,3,0.0,
16987874,10,0.0,
16988830,4,0.0,
16988851,4,0.25,84.0
16989287,4,0.25,23.0
16989800,12,0.0,
16989899,1,0.0,
16990412,4,0.0,
16990538,3,0.3333333333333333,11.0
16991102,7,0.0,
16991177,91,0.0,
16991563,6,0.0,
16991832,44,0.045454545454545456,66.0
16992311,20,0.1,89.5
16992772,4,0.5,35.5
16993091,5,0.0,
16993379,1,0.0,
16994101,3,0.0,
16994407,94,0.0,
16994650,4,0.0,
16995336,1,0.0,
16995404,30,0.0,
16995975,6,0.16666666666666666,3.0
16996840,1,1.0,2.0
16997192,2,0.0,
16997561,26,0.0,
16997721,13,0.0,
16998586,1,0.0,
16999507,31,0.06451612903225806,4.5
17002435,25,0.08,23.5
17003043,3,0.0,
17003151,44,0.0,
17003225,6,0.3333333333333333,165.0
17003693,50,0.0,
17003797,25,0.0,
17003926,61,0.0,
17004102,9,0.0,
17004295,23,0.043478260869565216,54.0
17004510,15,0.0,
17004777,11,0.09090909090909091,18.0
17004830,1,0.0,
17004941,9,0.1111111111111111,173.0
17005079,4,0.0,
17005261,74,0.0,
17005351,2,0.5,16.0
17005465,29,0.0,
17005543,1,0.0,
17005850,26,0.0,
17006195,2,0.0,
17006244,21,0.047619047619047616,4.0
17006816,6,0.0,
17007155,30,0.0,
17007436,14,0.0,
17007544,20,0.05,57.0
17007605,26,0.0,
17007725,2,0.5,22.0
17007917,11,0.0,
17008269,28,0.07142857142857142,36.5
17009066,16,0.0,
17009169,28,0.0,
17009809,9,0.0,
17010976,48,0.020833333333333332,94.0
17011123,40,0.05,4.0
17012098,1,0.0,
17012315,7,0.0,
17012454,11,0.09090909090909091,2.0
17012494,13,0.15384615384615385,78.0
17012704,10,0.1,8.0
17012990,11,0.0,
17013126,13,0.07692307692307693,39.0
17013420,48,0.020833333333333332,29.0
17013766,34,0.058823529411764705,34.5
17017877,19,0.0,
17018158,5,0.0,
17018211,18,0.1111111111111111,23.0
17018274,11,0.0,
17018501,18,0.0,
17018549,4,0.0,
17018895,74,0.0,
17019426,5,0.0,
17020700,15,0.0,
17020720,14,0.14285714285714285,5.5
17020968,19,0.05263157894736842,18.0
